Four-year	0.103126	0.54942012	36800	0.17268063	62900
Two-year	0.15701737	0.58066285	31600	0.072584502	49600
Two-year	0.1479736	0.51402336	31400	0.10983221	49000
Four-year	0.083742209	0.5768404	59200	0.50867635	170500
Four-year	0.1503042	0.76154375	37400	0.26075399	72700
Four-year	0.098607004	0.50488228	61100	0.42433891	105300
Two-year	0.13234083	0.53387898	32300	0.085823976	72400
Four-year	0.083773389	0.66868776	59600	0.32860935	117600
Four-year	0.095379688	0.48479277	59700	0.39832902	110100
Two-year	0.16510777	0.37816384	32600	0.13457558	66000
Four-year	0.078229077	0.60191709	101700	0.68151629	140500
Four-year	0.07703986	0.51991743	52900	0.42450488	103000
Two-year	0.16232955	0.34343642	22900	0.021841565	44400
Four-year	0.11999474	0.51349145	45300	0.21854538	68600
Four-year	0.087670468	0.505162	36200	0.17573057	79200
Four-year	0.11181399	0.52591568	34600	0.008005488	76700
Two-year	0.14508171	0.49100593	30900	0.082589388	64600
